policy_name,num_clusters,num_steps,clustering_method,num_act_apply,hardcode_start_goal_states,full_replan,title,metric,mean,median,std_dev,min,percentile_25,percentile_75,max,directory,filename
final_policy,10,16000,kmeans,20,True,True,Steps,steps,389.76,333.0,281.09148404033874,126.0,155.25,500.75,1000.0,results/dbg0_clust10_steps16000_kmeans_act20_hTrue_frTrue,final_policy_steps.json
random_policy,10,32000,kmeans,10,True,True,Steps,steps,419.06,298.0,314.2224314080712,109.0,175.5,559.5,1000.0,results/dbg0_clust10_steps32000_kmeans_act10_hTrue_frTrue,random_policy_steps.json
final_policy,10,32000,kmeans,10,True,True,Returns,return,-20.88869407903623,-47.942497002224414,93.49789362659742,-114.99685771027062,-84.01991659679199,-3.59929328516111,268.6894497307236,results/dbg0_clust10_steps32000_kmeans_act10_hTrue_frTrue,final_policy_return.json
random_policy,10,32000,kmeans,10,True,True,Returns,return,-534.0532264276827,-309.292786332034,607.490649618033,-2602.8697331603316,-622.3416868625017,-132.29449880391678,42.02065813117082,results/dbg0_clust10_steps32000_kmeans_act10_hTrue_frTrue,random_policy_return.json
final_policy,10,32000,kmeans,10,True,True,Steps,steps,364.2,331.0,230.87676366408115,117.0,176.75,472.5,1000.0,results/dbg0_clust10_steps32000_kmeans_act10_hTrue_frTrue,final_policy_steps.json
random_policy,20,8000,kmeans,20,True,True,Steps,steps,329.1,236.0,244.59356083102435,88.0,157.0,416.5,1000.0,results/dbg0_clust20_steps8000_kmeans_act20_hTrue_frTrue,random_policy_steps.json
final_policy,20,8000,kmeans,20,True,True,Returns,return,6.147139436418012,-29.62233865291386,137.43706990383623,-195.46732728898263,-101.21452634918205,97.46266097360387,267.32668697724,results/dbg0_clust20_steps8000_kmeans_act20_hTrue_frTrue,final_policy_return.json
random_policy,20,8000,kmeans,20,True,True,Returns,return,-443.04627306488356,-259.6076609739223,510.71927962914145,-2311.40786175947,-497.28010989965304,-114.38958255895098,-8.614870619335406,results/dbg0_clust20_steps8000_kmeans_act20_hTrue_frTrue,random_policy_return.json
final_policy,20,8000,kmeans,20,True,True,Steps,steps,346.6,252.0,236.7707752236327,112.0,171.75,427.75,1000.0,results/dbg0_clust20_steps8000_kmeans_act20_hTrue_frTrue,final_policy_steps.json
random_policy,20,32000,kmeans,10,True,True,Steps,steps,458.56,355.5,295.0871844048806,128.0,209.5,701.25,1000.0,results/dbg0_clust20_steps32000_kmeans_act10_hTrue_frTrue,random_policy_steps.json
final_policy,20,32000,kmeans,10,True,True,Returns,return,-76.67332683698973,-74.64663260071472,65.92377335922995,-226.85073799708786,-129.40037964364683,-47.30434805673275,156.13199450244664,results/dbg0_clust20_steps32000_kmeans_act10_hTrue_frTrue,final_policy_return.json
random_policy,20,32000,kmeans,10,True,True,Returns,return,-600.8973869515212,-327.6099391939063,702.5470470729283,-3126.302579175378,-841.0566177247488,-143.945106905261,1.2030538726616982,results/dbg0_clust20_steps32000_kmeans_act10_hTrue_frTrue,random_policy_return.json
final_policy,20,32000,kmeans,10,True,True,Steps,steps,284.08,284.0,148.62272235428875,90.0,155.25,360.75,1000.0,results/dbg0_clust20_steps32000_kmeans_act10_hTrue_frTrue,final_policy_steps.json
random_policy,40,32000,kmeans,20,True,False,Steps,steps,323.26,250.5,239.27689483107224,94.0,164.0,357.0,1000.0,results/dbg0_clust40_steps32000_kmeans_act20_hTrue_frFalse,random_policy_steps.json
final_policy,40,32000,kmeans,20,True,False,Returns,return,-180.72171083034144,-203.31349771818083,71.03041326356143,-303.76909495461604,-232.99657418562512,-123.79836691198177,-49.787657690884835,results/dbg0_clust40_steps32000_kmeans_act20_hTrue_frFalse,final_policy_return.json
random_policy,40,32000,kmeans,20,True,False,Returns,return,-453.85258188692774,-278.9239316985909,522.1841220897185,-2646.945774175471,-490.7681961218296,-179.3645225033507,22.223075430572194,results/dbg0_clust40_steps32000_kmeans_act20_hTrue_frFalse,random_policy_return.json
final_policy,40,32000,kmeans,20,True,False,Steps,steps,535.36,422.0,328.01309486055584,118.0,234.75,960.0,1000.0,results/dbg0_clust40_steps32000_kmeans_act20_hTrue_frFalse,final_policy_steps.json
random_policy,20,8000,kmeans,10,True,True,Steps,steps,406.82,270.5,324.4634148867943,96.0,144.25,620.25,1000.0,results/dbg0_clust20_steps8000_kmeans_act10_hTrue_frTrue,random_policy_steps.json
final_policy,20,8000,kmeans,10,True,True,Returns,return,-158.3228619262505,-156.06131706056868,50.3452766274856,-266.03672921031693,-192.32910367202004,-127.38737392192691,-50.83146489956291,results/dbg0_clust20_steps8000_kmeans_act10_hTrue_frTrue,final_policy_return.json
random_policy,20,8000,kmeans,10,True,True,Returns,return,-384.0094488012975,-240.7748932000418,445.6432628821839,-1914.9736291212323,-503.9569022959436,-106.83652661085156,50.14460241087852,results/dbg0_clust20_steps8000_kmeans_act10_hTrue_frTrue,random_policy_return.json
final_policy,20,8000,kmeans,10,True,True,Steps,steps,291.76,232.0,223.3045060002149,113.0,163.25,329.25,1000.0,results/dbg0_clust20_steps8000_kmeans_act10_hTrue_frTrue,final_policy_steps.json
random_policy,10,16000,kmeans,10,True,False,Steps,steps,322.92,194.0,269.1200356718169,119.0,163.5,348.75,1000.0,results/dbg0_clust10_steps16000_kmeans_act10_hTrue_frFalse,random_policy_steps.json
final_policy,10,16000,kmeans,10,True,False,Returns,return,70.9006396846478,29.771437723135833,121.47636673810881,-148.5609231454186,-10.891671695209201,181.75599631261798,280.63299775969654,results/dbg0_clust10_steps16000_kmeans_act10_hTrue_frFalse,final_policy_return.json
random_policy,10,16000,kmeans,10,True,False,Returns,return,-359.88116082776685,-189.57982256470194,493.35306104854317,-2797.4144139632836,-420.23813274053174,-96.97078509779806,53.128918081256415,results/dbg0_clust10_steps16000_kmeans_act10_hTrue_frFalse,random_policy_return.json
final_policy,10,16000,kmeans,10,True,False,Steps,steps,699.28,657.0,247.14198672018478,162.0,473.5,1000.0,1000.0,results/dbg0_clust10_steps16000_kmeans_act10_hTrue_frFalse,final_policy_steps.json
random_policy,80,8000,kmeans,10,True,True,Steps,steps,377.8,232.0,286.63523858730287,124.0,168.0,574.75,1000.0,results/dbg0_clust80_steps8000_kmeans_act10_hTrue_frTrue,random_policy_steps.json
final_policy,80,8000,kmeans,10,True,True,Returns,return,18.494238795729732,-21.774001551245092,92.63525113743725,-114.25450616630775,-51.62859076658684,84.92129540518359,222.6122010055292,results/dbg0_clust80_steps8000_kmeans_act10_hTrue_frTrue,final_policy_return.json
random_policy,80,8000,kmeans,10,True,True,Returns,return,-400.82063177580164,-244.60338849628795,463.9786088788463,-2652.600995360774,-429.23618002925514,-126.28008670366626,-17.641308879137355,results/dbg0_clust80_steps8000_kmeans_act10_hTrue_frTrue,random_policy_return.json
final_policy,80,8000,kmeans,10,True,True,Steps,steps,863.82,999.0,234.28740384408206,128.0,829.75,1000.0,1000.0,results/dbg0_clust80_steps8000_kmeans_act10_hTrue_frTrue,final_policy_steps.json
random_policy,10,16000,kmeans,10,True,True,Steps,steps,426.96,278.0,327.2724223028882,91.0,161.75,625.75,1000.0,results/dbg0_clust10_steps16000_kmeans_act10_hTrue_frTrue,random_policy_steps.json
final_policy,10,16000,kmeans,10,True,True,Returns,return,-60.90802535611035,-96.90627454478488,105.58849873118425,-186.86531356144735,-123.56102942946906,-17.678238947552067,278.60408674440885,results/dbg0_clust10_steps16000_kmeans_act10_hTrue_frTrue,final_policy_return.json
random_policy,10,16000,kmeans,10,True,True,Returns,return,-413.5828589745081,-250.89523213542293,455.5943684654795,-2045.1739320405827,-511.83356010834217,-159.01511872707576,8.292931693025977,results/dbg0_clust10_steps16000_kmeans_act10_hTrue_frTrue,random_policy_return.json
final_policy,10,16000,kmeans,10,True,True,Steps,steps,279.28,229.0,163.44932425678607,107.0,178.75,282.25,1000.0,results/dbg0_clust10_steps16000_kmeans_act10_hTrue_frTrue,final_policy_steps.json
random_policy,10,8000,kmeans,10,True,True,Steps,steps,388.02,223.5,311.53205228354915,115.0,152.75,500.5,1000.0,results/dbg0_clust10_steps8000_kmeans_act10_hTrue_frTrue,random_policy_steps.json
final_policy,10,8000,kmeans,10,True,True,Returns,return,-13.662835053790166,-45.7679847050625,103.37332204300671,-149.05306695141246,-76.09024309514831,3.0181623433278197,271.005634587549,results/dbg0_clust10_steps8000_kmeans_act10_hTrue_frTrue,final_policy_return.json
random_policy,10,8000,kmeans,10,True,True,Returns,return,-468.6703967490055,-305.7565213285914,501.4785377649799,-2944.5357810928012,-464.6714704568441,-194.8233019294428,-62.21908794038393,results/dbg0_clust10_steps8000_kmeans_act10_hTrue_frTrue,random_policy_return.json
final_policy,10,8000,kmeans,10,True,True,Steps,steps,458.2,453.0,265.778328687649,112.0,238.0,600.75,1000.0,results/dbg0_clust10_steps8000_kmeans_act10_hTrue_frTrue,final_policy_steps.json
random_policy,80,8000,kmeans,20,True,True,Steps,steps,362.64,208.5,305.8337299906601,94.0,157.5,401.0,1000.0,results/dbg0_clust80_steps8000_kmeans_act20_hTrue_frTrue,random_policy_steps.json
final_policy,80,8000,kmeans,20,True,True,Returns,return,-138.9375600156468,-145.47767368958688,37.48721274885579,-223.95041801960002,-158.73888768877174,-123.02138338306125,-55.31526859682101,results/dbg0_clust80_steps8000_kmeans_act20_hTrue_frTrue,final_policy_return.json
random_policy,80,8000,kmeans,20,True,True,Returns,return,-522.4085052228564,-233.90596351518923,675.9240335710407,-2725.895513274164,-568.2615934078171,-115.01353806614321,56.49157794307081,results/dbg0_clust80_steps8000_kmeans_act20_hTrue_frTrue,random_policy_return.json
final_policy,80,8000,kmeans,20,True,True,Steps,steps,207.8,172.5,112.57122189973776,105.0,128.0,257.0,749.0,results/dbg0_clust80_steps8000_kmeans_act20_hTrue_frTrue,final_policy_steps.json
random_policy,80,16000,kmeans,20,True,False,Steps,steps,274.46,189.5,234.12878592774533,116.0,155.75,268.25,1000.0,results/dbg0_clust80_steps16000_kmeans_act20_hTrue_frFalse,random_policy_steps.json
final_policy,80,16000,kmeans,20,True,False,Returns,return,-93.37364084744716,-100.49382444616825,65.16543421724221,-224.05003627511243,-136.28583210322688,-46.29497830513473,72.5433287402939,results/dbg0_clust80_steps16000_kmeans_act20_hTrue_frFalse,final_policy_return.json
random_policy,80,16000,kmeans,20,True,False,Returns,return,-284.39576536906424,-169.2856801309247,506.67296452485476,-3522.3334753572517,-282.81341086953785,-92.99123721318566,45.24062789607481,results/dbg0_clust80_steps16000_kmeans_act20_hTrue_frFalse,random_policy_return.json
final_policy,80,16000,kmeans,20,True,False,Steps,steps,804.4,1000.0,301.2035856360279,153.0,676.0,1000.0,1000.0,results/dbg0_clust80_steps16000_kmeans_act20_hTrue_frFalse,final_policy_steps.json
random_policy,20,16000,kmeans,20,True,True,Steps,steps,381.62,239.5,302.31208311941486,107.0,162.0,460.75,1000.0,results/dbg0_clust20_steps16000_kmeans_act20_hTrue_frTrue,random_policy_steps.json
final_policy,20,16000,kmeans,20,True,True,Returns,return,-63.4970482708626,-99.29799908880872,109.76517221943466,-208.36128841067796,-127.31179051571016,-41.699290951193106,281.0421140531039,results/dbg0_clust20_steps16000_kmeans_act20_hTrue_frTrue,final_policy_return.json
random_policy,20,16000,kmeans,20,True,True,Returns,return,-638.3037128481207,-272.9060630200122,882.9180436738143,-3572.803759084535,-544.4029165951443,-147.57734465849794,78.87538603209742,results/dbg0_clust20_steps16000_kmeans_act20_hTrue_frTrue,random_policy_return.json
final_policy,20,16000,kmeans,20,True,True,Steps,steps,302.6,183.5,235.28416861318993,99.0,140.5,384.75,1000.0,results/dbg0_clust20_steps16000_kmeans_act20_hTrue_frTrue,final_policy_steps.json
random_policy,40,32000,kmeans,20,True,True,Steps,steps,407.44,277.0,326.9352939038549,94.0,166.75,592.0,1000.0,results/dbg0_clust40_steps32000_kmeans_act20_hTrue_frTrue,random_policy_steps.json
final_policy,40,32000,kmeans,20,True,True,Returns,return,-84.42397441258579,-95.48954642041244,91.07784875896293,-261.2298350021358,-142.37671058461547,-40.92536586049354,243.01652541630372,results/dbg0_clust40_steps32000_kmeans_act20_hTrue_frTrue,final_policy_return.json
random_policy,40,32000,kmeans,20,True,True,Returns,return,-522.024120496587,-269.0355014864647,553.2154749314375,-2735.6701439170724,-763.7716125428266,-150.8660709363528,16.35698412762126,results/dbg0_clust40_steps32000_kmeans_act20_hTrue_frTrue,random_policy_return.json
final_policy,40,32000,kmeans,20,True,True,Steps,steps,317.0,250.0,208.85277110921945,112.0,163.5,419.75,1000.0,results/dbg0_clust40_steps32000_kmeans_act20_hTrue_frTrue,final_policy_steps.json
random_policy,40,8000,kmeans,10,True,True,Steps,steps,404.84,218.0,329.352902522507,115.0,159.25,658.75,1000.0,results/dbg0_clust40_steps8000_kmeans_act10_hTrue_frTrue,random_policy_steps.json
final_policy,40,8000,kmeans,10,True,True,Returns,return,-45.69853722095205,-62.24415246097168,106.27041962639882,-171.7473000389419,-118.52956834242602,-29.72963353988693,261.91827715181495,results/dbg0_clust40_steps8000_kmeans_act10_hTrue_frTrue,final_policy_return.json
random_policy,40,8000,kmeans,10,True,True,Returns,return,-516.5675614336236,-277.9382071851653,716.6219198893184,-3679.256586876165,-546.0252735972257,-109.8835803112306,25.167582947148418,results/dbg0_clust40_steps8000_kmeans_act10_hTrue_frTrue,random_policy_return.json
final_policy,40,8000,kmeans,10,True,True,Steps,steps,442.08,322.5,325.1819699798868,112.0,147.25,669.25,1000.0,results/dbg0_clust40_steps8000_kmeans_act10_hTrue_frTrue,final_policy_steps.json
random_policy,20,32000,kmeans,10,True,False,Steps,steps,361.64,196.5,322.26769990180526,104.0,145.5,418.5,1000.0,results/dbg0_clust20_steps32000_kmeans_act10_hTrue_frFalse,random_policy_steps.json
final_policy,20,32000,kmeans,10,True,False,Returns,return,-24.823330383595188,-30.427213161915738,99.32401401900198,-188.32637134757937,-94.30274753969785,37.549482413887375,283.8065006471347,results/dbg0_clust20_steps32000_kmeans_act10_hTrue_frFalse,final_policy_return.json
random_policy,20,32000,kmeans,10,True,False,Returns,return,-495.33812897325043,-170.36287126844434,741.335853204593,-2852.8450062152224,-500.2417332202837,-90.86805549103781,41.7402442059138,results/dbg0_clust20_steps32000_kmeans_act10_hTrue_frFalse,random_policy_return.json
final_policy,20,32000,kmeans,10,True,False,Steps,steps,818.16,996.0,245.4310787166124,155.0,675.25,1000.0,1000.0,results/dbg0_clust20_steps32000_kmeans_act10_hTrue_frFalse,final_policy_steps.json
random_policy,40,32000,kmeans,10,True,True,Steps,steps,341.4,205.0,272.3325907782614,118.0,159.25,367.5,1000.0,results/dbg0_clust40_steps32000_kmeans_act10_hTrue_frTrue,random_policy_steps.json
final_policy,40,32000,kmeans,10,True,True,Returns,return,-3.5702150378863644,-31.25570483062259,104.88658848275409,-149.8009382319034,-57.89683360628612,1.1239419517981135,272.63802494326467,results/dbg0_clust40_steps32000_kmeans_act10_hTrue_frTrue,final_policy_return.json
random_policy,40,32000,kmeans,10,True,True,Returns,return,-399.7519486136555,-257.9097473823181,469.7009097452262,-2264.3870780409525,-450.6383950006477,-103.572213751564,43.38116367841038,results/dbg0_clust40_steps32000_kmeans_act10_hTrue_frTrue,random_policy_return.json
final_policy,40,32000,kmeans,10,True,True,Steps,steps,614.56,590.5,308.9258914367652,127.0,418.25,983.5,1000.0,results/dbg0_clust40_steps32000_kmeans_act10_hTrue_frTrue,final_policy_steps.json
random_policy,40,16000,kmeans,10,True,True,Steps,steps,405.9,294.5,300.2369897264493,116.0,173.75,537.75,1000.0,results/dbg0_clust40_steps16000_kmeans_act10_hTrue_frTrue,random_policy_steps.json
final_policy,40,16000,kmeans,10,True,True,Returns,return,-16.91641521773714,-63.282656930331,146.47170712326718,-238.24110045717634,-101.26793613811866,103.62221929376294,253.9147204508385,results/dbg0_clust40_steps16000_kmeans_act10_hTrue_frTrue,final_policy_return.json
random_policy,40,16000,kmeans,10,True,True,Returns,return,-534.9430536156351,-257.86349779701106,628.8554485620864,-2638.1894791664276,-578.815013007782,-156.84041764408116,11.89992346470919,results/dbg0_clust40_steps16000_kmeans_act10_hTrue_frTrue,random_policy_return.json
final_policy,40,16000,kmeans,10,True,True,Steps,steps,616.74,634.0,316.8198737453192,129.0,222.5,942.25,1000.0,results/dbg0_clust40_steps16000_kmeans_act10_hTrue_frTrue,final_policy_steps.json
random_policy,20,16000,kmeans,20,True,False,Steps,steps,354.48,197.5,298.2326769487207,94.0,158.0,326.75,1000.0,results/dbg0_clust20_steps16000_kmeans_act20_hTrue_frFalse,random_policy_steps.json
final_policy,20,16000,kmeans,20,True,False,Returns,return,-136.0924255269286,-142.58934744817014,94.73406455902852,-305.80542142676865,-193.0788582170097,-72.56065920178605,94.82545563844427,results/dbg0_clust20_steps16000_kmeans_act20_hTrue_frFalse,final_policy_return.json
random_policy,20,16000,kmeans,20,True,False,Returns,return,-417.5050668616184,-165.38932124977086,538.2115830857474,-2352.6283062949806,-476.0221935810103,-115.51021227740284,49.201811964895086,results/dbg0_clust20_steps16000_kmeans_act20_hTrue_frFalse,random_policy_return.json
final_policy,20,16000,kmeans,20,True,False,Steps,steps,577.6,435.5,316.04974292031943,134.0,347.25,1000.0,1000.0,results/dbg0_clust20_steps16000_kmeans_act20_hTrue_frFalse,final_policy_steps.json
random_policy,10,32000,kmeans,20,True,True,Steps,steps,347.9,232.5,280.41406883392995,108.0,149.0,423.75,1000.0,results/dbg0_clust10_steps32000_kmeans_act20_hTrue_frTrue,random_policy_steps.json
final_policy,10,32000,kmeans,20,True,True,Returns,return,62.606706504608375,2.305241497569007,121.75562506009027,-78.27038190539021,-31.375412180040794,164.4973631700864,285.0441744869364,results/dbg0_clust10_steps32000_kmeans_act20_hTrue_frTrue,final_policy_return.json
random_policy,10,32000,kmeans,20,True,True,Returns,return,-451.5717216098186,-212.88111492326843,586.1389062945999,-2681.315478053823,-581.1735787836282,-109.85684808722763,74.5255206556713,results/dbg0_clust10_steps32000_kmeans_act20_hTrue_frTrue,random_policy_return.json
final_policy,10,32000,kmeans,20,True,True,Steps,steps,364.4,288.0,243.28625115283435,105.0,178.0,487.5,1000.0,results/dbg0_clust10_steps32000_kmeans_act20_hTrue_frTrue,final_policy_steps.json
random_policy,10,32000,kmeans,10,True,False,Steps,steps,417.18,270.5,317.51690915603217,125.0,174.25,536.75,1000.0,results/dbg0_clust10_steps32000_kmeans_act10_hTrue_frFalse,random_policy_steps.json
final_policy,10,32000,kmeans,10,True,False,Returns,return,-15.044738935522057,-25.06223793270088,98.18608427435399,-210.2701817129818,-62.65439659852593,-1.8599435244481413,248.20701788518332,results/dbg0_clust10_steps32000_kmeans_act10_hTrue_frFalse,final_policy_return.json
random_policy,10,32000,kmeans,10,True,False,Returns,return,-464.14770914017885,-232.32678950783753,553.8106056342444,-2689.6863985466553,-658.3695133717865,-111.04159041778355,27.320686964351722,results/dbg0_clust10_steps32000_kmeans_act10_hTrue_frFalse,random_policy_return.json
final_policy,10,32000,kmeans,10,True,False,Steps,steps,562.76,501.5,276.04373276711067,121.0,360.0,763.5,1000.0,results/dbg0_clust10_steps32000_kmeans_act10_hTrue_frFalse,final_policy_steps.json
random_policy,20,32000,kmeans,20,True,False,Steps,steps,341.16,254.0,252.67317704893014,101.0,171.75,394.5,1000.0,results/dbg0_clust20_steps32000_kmeans_act20_hTrue_frFalse,random_policy_steps.json
final_policy,20,32000,kmeans,20,True,False,Returns,return,-133.6608179880041,-149.79352187119554,83.03094885757324,-254.31176766564295,-193.17291512724154,-80.49079368392293,87.42401776514805,results/dbg0_clust20_steps32000_kmeans_act20_hTrue_frFalse,final_policy_return.json
random_policy,20,32000,kmeans,20,True,False,Returns,return,-464.11147445676113,-219.5808846967166,649.7144687267427,-3522.9742651608058,-537.696813498341,-114.07837947386648,21.153123769148408,results/dbg0_clust20_steps32000_kmeans_act20_hTrue_frFalse,random_policy_return.json
final_policy,20,32000,kmeans,20,True,False,Steps,steps,595.0,548.0,309.88649534950696,112.0,351.25,1000.0,1000.0,results/dbg0_clust20_steps32000_kmeans_act20_hTrue_frFalse,final_policy_steps.json
random_policy,80,8000,kmeans,10,True,False,Steps,steps,336.42,228.0,278.8763948418725,102.0,152.0,328.5,1000.0,results/dbg0_clust80_steps8000_kmeans_act10_hTrue_frFalse,random_policy_steps.json
final_policy,80,8000,kmeans,10,True,False,Returns,return,-16.085840185408514,-39.869861940492946,85.52908525068159,-133.1421740649977,-64.64120181018751,-8.248809917468856,230.02990748822884,results/dbg0_clust80_steps8000_kmeans_act10_hTrue_frFalse,final_policy_return.json
random_policy,80,8000,kmeans,10,True,False,Returns,return,-519.4626595374966,-221.49873198107792,804.0437837552835,-4492.780490495336,-498.63683882275575,-116.58451671034231,2.6147518196662105,results/dbg0_clust80_steps8000_kmeans_act10_hTrue_frFalse,random_policy_return.json
final_policy,80,8000,kmeans,10,True,False,Steps,steps,987.52,1000.0,44.326624053721936,785.0,1000.0,1000.0,1000.0,results/dbg0_clust80_steps8000_kmeans_act10_hTrue_frFalse,final_policy_steps.json
random_policy,40,16000,kmeans,20,True,True,Steps,steps,442.62,272.0,333.46063575780573,83.0,184.0,737.5,1000.0,results/dbg0_clust40_steps16000_kmeans_act20_hTrue_frTrue,random_policy_steps.json
final_policy,40,16000,kmeans,20,True,True,Returns,return,-128.0820020603592,-128.89123094397405,90.40288192237728,-244.49764213515806,-182.6751346291066,-101.298449121917,250.37986014946932,results/dbg0_clust40_steps16000_kmeans_act20_hTrue_frTrue,final_policy_return.json
random_policy,40,16000,kmeans,20,True,True,Returns,return,-631.8174980496693,-325.7285781111379,623.0630773824367,-2184.552170835847,-1120.6170009950579,-213.33125246047453,47.441698231174314,results/dbg0_clust40_steps16000_kmeans_act20_hTrue_frTrue,random_policy_return.json
final_policy,40,16000,kmeans,20,True,True,Steps,steps,241.18,166.0,196.09453740479358,100.0,134.5,246.5,1000.0,results/dbg0_clust40_steps16000_kmeans_act20_hTrue_frTrue,final_policy_steps.json
random_policy,10,8000,kmeans,20,True,False,Steps,steps,309.56,207.0,232.66010917215698,93.0,160.5,337.75,1000.0,results/dbg0_clust10_steps8000_kmeans_act20_hTrue_frFalse,random_policy_steps.json
final_policy,10,8000,kmeans,20,True,False,Returns,return,-131.70459999583173,-142.06116708221478,69.62066495902926,-246.72294509319454,-181.31570675674737,-96.55207882449002,97.40026535648236,results/dbg0_clust10_steps8000_kmeans_act20_hTrue_frFalse,final_policy_return.json
random_policy,10,8000,kmeans,20,True,False,Returns,return,-387.33156931492573,-219.712690852977,399.25187783824674,-1794.057661248075,-550.4707091119778,-124.4922328417199,42.25501800854681,results/dbg0_clust10_steps8000_kmeans_act20_hTrue_frFalse,random_policy_return.json
final_policy,10,8000,kmeans,20,True,False,Steps,steps,406.38,334.5,262.2976850831894,121.0,263.75,383.75,1000.0,results/dbg0_clust10_steps8000_kmeans_act20_hTrue_frFalse,final_policy_steps.json
